UMAP1,UMAP2
0.7643729502905701,1.0322800061910478
0.38363921696536274,0.2821083385868962
0.7925843445273301,1.0181347948956603
0.785436883512487,1.0446472416448873
0.26394715414207237,-0.08909153516716659
0.7740170877468843,1.0874368684697824
0.6404502839574512,0.8186662575744256
0.1771648126409839,-0.6289225436112544
0.06970413076342001,-0.5776545047000471
0.7838960801966582,1.0112802743948648
-0.3676222318723297,-0.10678493365081385
-0.20091492526975271,-0.34640680732176865
0.6254399903872911,0.8323089230346317
-0.41992609779148665,-0.18332423028601033
0.0848800751433425,-0.0967633442826171
-0.11655481731476991,-0.46613514622740837
0.5440027424800484,0.6064763234937272
0.6405449079174826,1.0552291382472172
0.3334846168755853,0.2998134497981537
0.7520419855308967,0.9760163197156906
-0.11333725828972283,0.2737724071569233
0.6469948035250925,0.8080550691155586
0.6644038637709712,3.2077680846975936
-0.2599100248499023,-0.28321785829128615
0.2955173523628042,-0.10773758833069493
0.7391717177536736,1.0495744185760256
0.7537789652339647,1.0294817931960394
0.7304514293101949,0.9484065900354443
0.7346213828415397,1.0195633367443413
0.19002236143615372,-0.6344098865970264
0.6430205865501587,0.8536303135040133
0.6804174687308343,1.1783174791765454
0.13861727450322542,2.305908934808444
0.04036505602012147,0.9426242872989813
0.6748243733299358,1.362702903839997
0.668076317907238,3.0638487008216866
0.6524779505504947,0.8737442434046628
0.7556249769868338,1.0163031220421528
0.7263043751643491,0.9447680103560762
-0.2548258954115498,0.5034291072119587
0.7049750608765026,0.9538102982582708
-0.29863348472939216,0.06904562078120108
-0.32823518642876437,-0.1986405717320925
-0.421817345107399,-0.1675179319305305
0.02813567750445578,-0.5627247967382504
0.65857397080677,2.310434554054093
0.6453341248491457,2.2429239226049305
0.8043662711226182,1.0435841508902741
0.5197254880365264,0.5574993674090323
0.7699444510895703,1.014058688214507
0.6548330856254375,0.8868199377534474
-0.22559678910691527,-0.1775676131036103
0.6404038174008525,0.8219037431747701
0.24150382509711849,-0.6602607373575573
0.20550553636949007,-0.6419225977120431
0.8097520657896957,1.048074572446421
0.7239158089116658,0.9923650094187518
0.36064513233571793,-0.21861079930354452
0.17844339349090066,-0.6288162214173167
0.8096468877360647,1.050672543292142
0.16641320076520577,-0.6232490818189785
0.6497083843550466,0.8474905821072053
0.6390718681633597,0.845614171913375
0.7566895171366621,1.0071537569026947
0.7558522468519909,1.0146423125905293
0.4187420009395356,0.46473420408265464
0.7425052672682275,1.0138645249061615
-0.7313763820423533,-0.22810718170694433
0.08247614536476669,-0.5829948548541801
0.7660615254285489,0.9908440233694322
0.8125625980934518,1.05085576308862
0.7780493244358294,1.0491718565587846
0.7902374974931327,1.042630471620088
-0.3409373057731646,-0.37702723265534926
0.16344827901681463,-0.6209621420373949
0.17242789392248817,-0.6250571354941672
0.5234405990741305,0.5056442969479121
0.1719580181364926,-0.6257410079077669
0.48161447938867213,0.4578435454746746
0.7773048517946755,1.013505802758095
0.7387928040608194,0.993873790813843
0.6438923611585631,0.8431675868100652
-0.27726089184383046,-0.26873255622150766
0.29336320916364034,0.2743738939078817
0.6399221254576624,0.8480040589203125
-0.08668438758866553,-0.11637083957113648
-0.16737567928938643,-0.05512299706961425
0.6660772325600781,0.8684328065823409
0.6596981395600483,0.8659703499471126
-0.1032427776218159,-0.2072391600824462
-0.39117921633314995,-0.19000674831890885
-0.41747490832222056,-0.35493418613299305
0.239310372677669,-0.12440529579157077
0.7484713680641801,0.9987420998786876
0.7482166281378021,1.0136076030522163
0.12922541783201955,-0.07926182381911205
0.048825846100640696,-0.08713916187054427
0.1192116207718974,2.3472387042750698
-0.6320050191041527,-0.45835682302673153
0.7725003024331142,1.0112017465838454
0.22655296291281987,-0.08257712837610665
0.400270286499702,0.557041698999182
0.07862797331040751,-0.042730438017604774
0.779084512048896,1.0171272533278257
-0.17656922018371424,0.11665662694052978
0.6345391773851264,0.8304984413756016
0.770565799357772,1.0329807345100486
0.4820347648318347,0.6489727583389968
0.6639821647163099,0.8142777618179546
0.9153780507408456,1.1392536332361645
0.06637979336407068,-0.5818581495455714
0.1607207605477728,-0.6195290428172966
0.10304992541514159,2.400675502079866
0.7827263877029337,1.0168662805843853
-0.023978485400758413,-0.5420991838775309
