child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
1.2915323778422951,-1.1382797891341514,0.27908824743315636,-0.08245495594647603,-0.8082454030482222,0.15733622489659913,-1.6190920260077015,1.902882270084595,-0.6791796085360507
-0.5389488973136863,-0.4796584261917001,-0.09701618253375947,0.07083669424786622,-0.37536889572567933,-0.312347468635594,0.647866430528568,-0.8599728141766291,-0.48562323589348133
-0.27283273367008576,-0.09912163871383949,-0.9660730207097394,-0.6417623282771838,-0.22084446943385813,0.7892742852853684,0.6704232310911182,-0.038404395835161864,-0.4653756085602185
2.0078076594250702,0.7753811709708596,-1.4480709309586022,-0.1653153074028772,-0.585043453960036,1.3870535315990684,-1.1792344150379777,2.128151029952417,-0.5162682934789602
-0.6956341151599185,0.16066789889123856,-0.28689414717725076,0.49756750424833207,0.10173177400361372,-0.6017485323271473,0.7042584319349428,-0.5419463296573516,-0.04181713407520638
-0.5911773032624303,-0.8126281152348283,0.4689662120766476,-1.2797870344914728,0.0809204034592607,1.244725139619616,0.5914744291221931,-0.3829330873977126,-0.14579143659736696
-0.5016428930645834,-0.7431069713686805,-0.882088536348195,-0.06588288565519587,-0.54342071287133,-0.0011227181738579543,0.30951442209031865,-0.833470607133356,-0.5332325217852075
-0.8324227974066291,-0.7796970470877057,0.6990106692408778,-1.0767791734232899,1.2619656818512948,-0.6283164988299784,1.2907352465612418,-0.6744573648737172,2.1306985554667803
-0.8448581321563301,0.37289033806158384,1.5279010148961192,0.03769255366530558,1.3556168493008833,-0.6555486644953804,1.1215592423421172,-0.9991094011538131,1.8570819698821475
0.023128233372797163,0.482660565218659,-0.341666636978258,-1.08506520856893,-0.0595563477151222,0.5710374175835411,-0.16417838972323062,-0.6810829166345355,-0.3898574309388597
-0.6085867719120117,-0.22352789615852467,0.39228472635523765,-0.13217116682031657,0.2994397941749674,-0.7756738273260383,0.36590642349669356,-0.7208362271994451,0.8228112763722343
-0.7379142533089017,1.0388297161478401,-0.6739530751043681,0.16612609842272744,1.24635715394303,-0.03243496440933742,0.6140312296847433,-0.5220696743748965,0.42333106141866994
0.27680906226669666,-0.9187393348200009,-1.2034204765141037,-1.0394920152679092,-0.7650618091686897,-0.060900642805227986,-0.017559186066654662,-0.40943529444098575,-0.6679613285270808
-0.598638504112251,-0.05887255542291186,0.4214967209157748,0.07497971182068634,-0.09597624616773999,-0.707925512743819,0.6929800316536685,-0.7738406412859914,0.1661314709691148
-0.8150133287570477,0.3765493456334864,-0.4402571186200707,0.7295764883262553,-0.04915066244294569,0.6943886906323998,-0.017559186066654662,-0.9659816423497216,-0.37946000068664365
-0.8398839982564497,1.2913012386091134,1.4183560352941047,1.1521642807539014,1.24635715394303,-0.5599988706798413,1.0651672409357424,-0.7208362271994451,1.7202736770898308
-0.4842334244150021,0.625361860522857,-0.5899685907428236,0.43956525822885134,-0.48202716976548854,-0.6302142107230378,0.09522481674609509,-0.15766432752989107,-0.47194240661424963
1.8088423034298549,-0.6333367442116054,-0.9916335159502095,-0.4014673090536203,-0.7973194335124368,-0.6544100373595448,-0.9875016102563036,1.598106889086954,-0.6679613285270808
0.11017557662070389,0.05089767173416335,-0.5899685907428236,0.986443577841099,-0.5579886722523771,-0.1700190766561415,0.17417361871501863,-0.37630753563689445,-0.5901447715868111
0.20717118766837136,0.00333057329943086,-0.7214225662652409,-0.5216148186654023,-0.6105373828768684,0.09471173242564003,0.11778161730864377,0.16698770875020494,-0.6010894350101965
-0.780194391457885,-0.41745529746935756,1.5644160080967904,0.1826981687140076,-0.38629486526146467,-0.6055439561132662,0.7042584319349428,-1.0852415740444505,-0.4571671109926795
0.35390813771484264,0.09114675502509097,0.5419961984779909,0.1826981687140076,-0.2000330988895051,0.10799571567705564,-1.5175864234762269,-0.0450299475959803,-0.36194853920922715
-0.4593627549156002,-1.1126667361308338,0.8012526502027577,-1.4537937725499153,-0.13759898725644604,0.05960406240404182,0.4110200246217941,-0.7605895377643548,-0.096540451192133
-0.6906599812600381,0.9619905571378877,-1.4517224302786695,-0.7826249257530657,3.3014799951978913,0.8462056420771492,0.7380936327787674,-0.7340873307210816,1.2222914913257985
