PC1,PC2,PC3,PC4
-5.941834841549471,0.11926387771018454,0.7792276631638294,-1.0056452275090437
0.8769105932090387,-0.7335840126859007,0.3618638600182812,1.1615097155436462
-0.5817871602366622,-0.5677215942527886,-1.3254502490698203,0.868451804296213
-5.981402001354384,2.1148008314372166,-1.6548191992319767,-0.839951246169121
2.1082338684513737,0.17044916800846868,0.24492891306890888,0.8473918087550754
0.045705157484294254,-2.2191112015540515,-0.9440305802524378,0.03698123001329833
-0.20720518047245648,-0.7087585882278734,-0.26269291343347073,1.4668354675143342
4.777424585665204,-2.4801288646934094,-0.20654175901063226,-1.1054671351991432
6.065727226248564,-0.9163489957264579,0.5639965070538244,-1.2059104730690402
-0.3701876628787219,-0.5024791580133163,-0.941276201425836,0.4389434659971731
2.5879172213841244,-0.818937491715721,0.529632876936603,-0.05565517139310265
3.4084108483972573,0.6999164618267167,-1.0756106361028734,0.20716093517002532
-2.29237221966437,-1.1991141224492525,-0.5714277291103288,1.1976665573376974
2.205730397283836,-0.6011421161013838,0.7208893125734691,0.5227082499269451
1.183104898415735,0.6676926354526603,-0.5276036330969204,1.0356776753556705
6.4125297945740565,0.8276178809520975,0.7001345644460617,-1.0953231645025705
0.4309077858466819,0.8721385635925004,0.2990100901247025,1.096052622441488
-5.450845758262571,0.5215700581589099,0.2792695568352587,-0.2787807102329349
-0.31936524072102984,0.9696157479022577,0.30094444663964454,1.039053670526707
-1.619256797452446,-0.14999704042101514,-0.43484308013710876,0.7249848696536098
2.0313175907626317,-1.212199187720833,1.6583824999246963,0.6211260336551611
-1.7992361236299175,0.5704577957046505,0.6343830021035102,-0.40631862122125867
0.28715843970562904,-2.682956250695251,0.18732575120614434,0.1669845024401861
5.017954635809313,0.020522497787242962,-3.276817390299054,-0.777142588205138
1.8492239646361448,0.03776409642054217,0.5113017179037458,0.9950478666158309
-6.368200929678442,0.04836253193163397,0.4945334659118799,-1.0813376025227497
-5.913168416578799,-0.5271717638408401,1.4620732363759688,-1.8221818232227858
-1.1879731944665464,1.1160750927998895,0.5411425408698736,0.8055464909085511
-5.727424709844796,0.09809575364346602,0.37214581041123457,-0.5437680404717637
5.188364249120517,-2.1541389994833184,0.43000303911593685,-1.3373719747405974
-0.3177956343380044,0.4380825198234415,0.3169421424825163,1.3442632061914732
-8.08752574846873,0.4822154540277059,0.35109039287548144,-0.9186578202778298
-7.256514601901041,1.6078800437644094,0.11178165672459885,-1.2088759381996945
1.9411381324327985,-1.3425877108342124,-0.16365510087045862,0.4368038447033989
0.11724873004825556,-1.4842370344057294,-0.4636784200694405,1.2776751176924952
0.24710750392414835,-2.2062925450176674,0.266506019630221,0.7154867614909158
-4.270326655441754,0.4285603383457855,0.35632527625850186,0.11899346431573526
-6.472874001277519,1.3101007392315243,0.0013229000071851953,-1.574821809582483
-3.519944269781429,2.7144766040889,-1.6197441716161336,0.1386464774724824
1.9129295648297913,-1.6843924172408333,0.8910046896761487,0.2599555575240244
-5.266029031132941,1.5065342093420468,0.2528992060631449,-0.6655518555589547
2.3433914088507617,-1.0537016751956991,0.4445775533070581,0.6231645860071687
4.435339152825072,-0.005625708069258005,-0.2792165612656985,0.31197771434176663
4.188138812617816,0.527838989076552,0.5895714939827097,0.41189593667689844
6.1406433958193585,-1.0795657444496376,0.36432340627401333,-1.7879171979964794
-0.4713916265816596,-1.0983901320626537,0.03986250874064573,0.6536867412980143
0.019618970208797087,-1.303664038190686,0.29654859443131976,0.4887035289433376
-1.7300867625340022,-1.02252868408986,-0.6329255035482004,0.7455204732241401
0.16698973746139018,-0.7082000887800634,0.6248825907730081,0.9769000441020934
-2.638256098145957,2.9481455896947604,-1.9307491261061984,-1.73791918919865
-5.047754959003059,-0.7708391822306526,-0.8718710926111953,0.48844594710041617
3.384111336574948,1.2741582000569478,0.1205717791668716,0.8634850123590095
